anio,id_departamento,clae6,Empleo_Varones,Empleo_Mujeres,Establecimientos_Varones,Establecimientos_Mujeres,empresas_exportadoras
2021,6280,11331,49,4,2,1,0
2021,6280,13011,12,1,1,1,2
2021,6280,14113,53,10,16,3,2
2021,6280,14114,6,1,2,1,0
2021,6280,16112,11,2,2,1,0
2021,6280,16120,13,2,8,2,0
2021,6280,16140,4,6,1,1,0
2021,6280,16150,17,4,1,1,2
2021,6280,102001,1,1,1,1,0
2021,6280,107121,3,1,1,1,0
2021,6280,107129,17,4,4,3,0
2021,6280,107999,4,1,1,1,0
2021,6280,139204,18,1,1,1,0
2021,6280,161002,9,1,1,1,0
2021,6280,202101,6,5,1,1,2
2021,6280,222010,12,2,1,1,0
2021,6280,331220,6,2,1,1,0
2021,6280,351320,77,42,4,3,0
2021,6280,421000,5,1,1,1,2
2021,6280,439990,23,3,1,1,0
2021,6280,452101,3,2,3,1,0
2021,6280,453291,9,3,4,1,0
2021,6280,461011,25,5,4,3,2
2021,6280,462190,13,2,1,1,0
2021,6280,463121,3,1,2,1,0
2021,6280,463140,5,3,1,1,0
2021,6280,463220,13,5,2,1,0
2021,6280,464920,1,1,1,1,0
2021,6280,465210,2,1,1,1,0
2021,6280,466110,3,4,1,1,0
2021,6280,471110,9,13,1,1,2
2021,6280,471120,24,22,3,4,2
2021,6280,471130,64,52,21,22,0
2021,6280,471190,1,6,1,5,0
2021,6280,471900,1,1,1,1,0
2021,6280,472112,1,3,1,1,0
2021,6280,472120,4,3,4,3,0
2021,6280,472130,16,5,7,4,0
2021,6280,472150,7,2,2,2,0
2021,6280,472171,17,21,7,14,0
2021,6280,472172,1,4,1,3,0
2021,6280,472190,23,20,6,3,0
2021,6280,472200,2,1,2,1,0
2021,6280,473000,58,9,7,3,0
2021,6280,475190,1,6,1,1,0
2021,6280,475230,9,1,6,1,0
2021,6280,475290,37,2,5,2,0
2021,6280,475300,11,7,4,3,0
2021,6280,475410,11,7,7,3,0
2021,6280,475430,5,1,3,1,0
2021,6280,475440,6,7,4,4,0
2021,6280,475490,15,5,4,3,0
2021,6280,476110,1,3,1,2,0
2021,6280,477110,2,1,1,1,0
2021,6280,477140,7,9,3,5,0
2021,6280,477190,5,38,4,20,0
2021,6280,477210,2,7,1,2,0
2021,6280,477220,1,4,1,3,0
2021,6280,477310,12,35,7,13,0
2021,6280,477410,1,3,1,1,0
2021,6280,477450,1,5,1,3,0
2021,6280,477470,1,1,1,1,0
2021,6280,492280,16,1,5,1,0
2021,6280,530010,54,19,2,2,0
2021,6280,551022,16,25,7,7,0
2021,6280,551023,25,26,8,12,0
2021,6280,551090,4,7,2,2,0
2021,6280,561011,24,13,11,9,0
2021,6280,561013,11,1,6,1,0
2021,6280,561019,34,28,20,13,0
2021,6280,561020,7,7,6,7,0
2021,6280,561030,6,20,3,9,0
2021,6280,631110,1,7,1,1,2
2021,6280,641930,10,11,3,3,0
2021,6280,649220,5,7,3,3,0
2021,6280,651310,2,2,2,1,0
2021,6280,662020,1,1,1,1,0
2021,6280,681098,3,1,2,1,0
2021,6280,681099,6,1,6,1,0
2021,6280,682010,3,2,3,2,0
2021,6280,682091,1,1,1,1,0
2021,6280,691002,1,6,1,6,0
2021,6280,692000,1,16,1,9,0
2021,6280,702091,1,3,1,2,0
2021,6280,711009,4,1,2,1,0
2021,6280,780000,4,2,1,1,0
2021,6280,791100,3,2,2,1,0
2021,6280,791909,8,2,5,2,0
2021,6280,801020,3,1,1,1,0
2021,6280,812010,3,26,2,6,0
2021,6280,812090,1,1,1,1,0
2021,6280,829100,1,2,1,1,0
2021,6280,829900,3,4,2,3,0
2021,6280,842400,3,7,1,1,0
2021,6280,851020,56,200,6,7,0
2021,6280,852100,37,87,4,5,0
2021,6280,854940,2,3,1,1,0
2021,6280,861010,14,44,1,1,0
2021,6280,863110,1,14,1,5,0
2021,6280,869090,2,21,2,6,0
2021,6280,870210,1,9,1,3,0
2021,6280,920001,4,6,3,4,0
2021,6280,939010,9,8,1,1,0
2021,6280,939030,3,2,1,1,0
2021,6280,939090,39,19,21,8,0
2021,6280,941200,3,6,1,2,0
2021,6280,942000,22,26,3,5,0
2021,6280,949910,23,103,1,2,0
2021,6280,949920,113,103,82,78,0
2021,6280,949990,22,14,10,5,0
2021,6287,11112,3,2,1,1,0
2021,6287,11129,5,1,1,1,0
2021,6287,11211,9,2,4,1,0
2021,6287,14113,148,8,60,8,0
2021,6287,14121,6,3,2,2,0
2021,6287,14810,95,5,4,1,0
2021,6287,14990,41,2,1,1,0
2021,6287,101040,12,2,1,1,2
2021,6287,141120,20,14,2,2,0
2021,6287,351320,11,2,1,1,0
2021,6287,360020,22,3,2,1,0
2021,6287,461021,22,7,3,2,0
2021,6287,462190,2,1,1,1,0
2021,6287,464340,1,1,1,1,0
2021,6287,466110,5,2,1,1,0
2021,6287,471120,2,1,1,1,0
2021,6287,471130,3,2,2,1,0
2021,6287,472171,1,4,1,4,0
2021,6287,473000,15,5,4,2,0
2021,6287,475230,1,2,1,2,0
2021,6287,475290,2,1,1,1,0
2021,6287,475300,2,3,2,2,0
2021,6287,477470,1,1,1,1,0
2021,6287,530010,9,5,1,1,0
2021,6287,561030,1,2,1,1,0
2021,6287,602200,7,1,1,1,0
2021,6287,649999,1,4,1,1,0
2021,6287,691001,1,1,1,1,0
2021,6287,812010,1,10,1,2,0
2021,6287,841100,1,1,1,1,0
2021,6287,851020,15,45,1,1,0
2021,6287,949990,2,3,2,2,0
2021,6294,11119,106,9,43,8,0
2021,6294,11121,8,2,5,2,0
2021,6294,11211,74,5,45,4,0
2021,6294,14510,7,2,4,1,0
2021,6294,14520,11,3,1,1,0
2021,6294,14810,17,1,4,1,0
2021,6294,14820,44,13,1,1,0
2021,6294,101012,5,1,1,1,0
2021,6294,101020,7,2,1,1,0
2021,6294,101030,10,2,1,1,0
2021,6294,101040,19,4,1,1,0
2021,6294,104011,15,4,2,2,4
2021,6294,282120,114,11,6,6,4
2021,6294,351320,25,7,5,2,0
2021,6294,360020,14,2,2,1,0
2021,6294,461011,250,26,17,8,3
2021,6294,461012,7,1,1,1,0
2021,6294,465310,5,4,1,1,0
2021,6294,471120,2,3,2,2,0
2021,6294,472120,2,1,2,1,0
2021,6294,472130,21,4,2,1,0
2021,6294,473000,18,5,4,3,0
2021,6294,475290,7,3,5,2,0
2021,6294,475300,6,1,4,1,0
2021,6294,477310,3,12,1,7,0
2021,6294,477440,3,1,2,1,0
2021,6294,477470,4,1,1,1,0
2021,6294,491110,10,1,2,1,0
2021,6294,492229,13,1,9,1,0
2021,6294,562010,4,2,2,2,0
2021,6294,602200,8,7,2,2,0
2021,6294,611090,9,3,3,2,0
2021,6294,641930,8,2,2,1,0
2021,6294,651310,1,1,1,1,0
2021,6294,812010,1,3,1,3,0
2021,6294,812090,4,3,1,1,0
2021,6294,851020,9,53,2,2,0
2021,6294,852100,4,25,1,2,0
2021,6294,852200,52,32,3,1,0
2021,6294,870210,2,15,1,1,0
2021,6294,931010,3,1,2,1,0
2021,6294,942000,2,2,2,2,0
2021,6294,949990,24,18,10,7,0
2021,6301,11119,10,1,6,1,0
2021,6301,11121,9,4,1,1,0
2021,6301,11211,21,4,8,3,0
2021,6301,11299,1,1,1,1,0
2021,6301,11310,67,2,10,2,0
2021,6301,11331,1,1,1,1,2
2021,6301,12319,6,3,1,1,0
2021,6301,14113,123,17,57,12,0
2021,6301,14610,44,11,10,6,0
2021,6301,14810,9,1,3,1,0
2021,6301,14820,7,1,2,1,0
2021,6301,16111,10,2,4,2,0
2021,6301,16119,10,1,3,1,0
2021,6301,16210,3,1,1,1,0
2021,6301,22010,12,4,1,2,3
2021,6301,101011,44,1,2,1,0
2021,6301,101040,24,2,1,1,0
2021,6301,107129,2,3,2,2,0
2021,6301,162909,1,1,1,1,0
2021,6301,331220,8,1,3,1,0
2021,6301,351320,15,1,1,1,0
2021,6301,452990,1,1,1,1,0
2021,6301,461011,16,6,2,2,2
2021,6301,461014,27,6,2,2,0
2021,6301,461021,4,1,3,1,0
2021,6301,461040,70,77,4,4,0
2021,6301,462201,5,1,2,1,0
2021,6301,465310,17,5,3,3,0
2021,6301,465400,3,1,1,1,0
2021,6301,471120,11,6,4,4,0
2021,6301,471130,6,7,3,3,0
2021,6301,472112,1,2,1,1,0
2021,6301,472171,4,6,2,2,0
2021,6301,473000,16,7,5,2,0
2021,6301,475250,1,1,1,1,0
2021,6301,475290,16,2,3,1,0
2021,6301,475300,10,2,4,2,0
2021,6301,475430,1,1,1,1,0
2021,6301,475490,6,3,1,1,0
2021,6301,476130,1,4,1,4,0
2021,6301,477190,1,2,1,2,0
2021,6301,477220,1,3,1,3,0
2021,6301,477230,2,1,1,1,0
2021,6301,477310,9,19,6,9,0
2021,6301,477470,3,2,1,1,0
2021,6301,491110,9,1,2,1,0
2021,6301,492180,1,2,1,1,0
2021,6301,530010,5,1,1,1,0
2021,6301,551022,2,6,1,2,0
2021,6301,561013,1,3,1,1,0
2021,6301,561019,1,5,1,3,0
2021,6301,561030,1,4,1,3,0
2021,6301,614010,2,1,1,1,0
2021,6301,641930,4,6,2,2,0
2021,6301,681099,7,3,6,2,0
2021,6301,682010,4,1,2,1,0
2021,6301,691001,3,8,2,2,0
2021,6301,691002,2,2,2,2,0
2021,6301,692000,4,20,3,6,0
2021,6301,702092,3,2,2,1,0
2021,6301,711003,4,2,1,1,0
2021,6301,750000,8,4,2,3,0
2021,6301,801090,3,1,2,1,0
2021,6301,829900,7,1,3,1,0
2021,6301,852100,30,132,3,2,0
2021,6301,920001,1,6,1,4,0
2021,6301,941100,2,3,1,1,0
2021,6301,949990,3,6,2,5,0
2021,6301,960201,1,1,1,1,0
2021,6301,960910,7,7,1,1,0
2021,6308,14113,111,7,64,4,0
2021,6308,351320,8,1,2,1,0
2021,6308,461021,1,2,1,1,0
2021,6308,462209,5,2,1,1,0
2021,6308,472171,2,3,1,1,0
2021,6308,473000,9,19,2,2,0
2021,6308,492290,7,1,1,1,0
2021,6308,812010,1,4,1,2,0
2021,6308,920001,1,1,1,1,0
2021,6315,11119,54,9,13,4,0
2021,6315,11291,6,1,2,1,0
2021,6315,12490,13,1,1,1,0
2021,6315,14113,172,13,92,10,0
2021,6315,14114,23,1,6,1,0
2021,6315,16299,2,1,1,1,0
2021,6315,101012,11,1,1,1,0
2021,6315,107410,8,1,1,1,0
2021,6315,110420,7,2,1,1,2
2021,6315,181109,3,5,1,1,0
2021,6315,351201,31,4,2,1,0
2021,6315,351320,37,6,3,2,1
2021,6315,360020,12,1,2,1,0
2021,6315,410021,22,1,2,1,0
2021,6315,421000,96,4,5,2,0
2021,6315,422200,4,1,2,1,0
2021,6315,461011,14,3,3,1,2
2021,6315,461021,6,4,3,3,0
2021,6315,463199,9,2,3,2,0
2021,6315,463220,22,3,1,1,0
2021,6315,464221,4,2,2,1,0
2021,6315,464632,1,6,1,1,0
2021,6315,465990,11,1,1,1,0
2021,6315,466110,7,7,1,1,0
2021,6315,466320,9,3,1,1,0
2021,6315,471120,147,65,6,7,2
2021,6315,471130,5,3,1,2,0
2021,6315,472130,5,1,3,1,0
2021,6315,472160,2,1,2,1,0
2021,6315,472171,8,3,2,1,0
2021,6315,472190,4,3,3,3,0
2021,6315,473000,32,9,6,4,0
2021,6315,475220,5,1,2,1,0
2021,6315,475230,5,6,1,1,0
2021,6315,475290,29,9,8,4,0
2021,6315,475300,1,2,1,2,0
2021,6315,475410,2,2,2,2,0
2021,6315,475430,4,1,2,1,0
2021,6315,475490,9,3,4,2,0
2021,6315,477310,2,14,2,4,0
2021,6315,477450,5,3,2,2,0
2021,6315,477470,2,2,1,1,0
2021,6315,491110,28,6,2,2,0
2021,6315,492290,43,2,5,1,0
2021,6315,524110,47,17,2,2,0
2021,6315,551022,11,18,1,1,0
2021,6315,551090,2,3,1,1,0
2021,6315,561011,1,4,1,2,0
2021,6315,561030,6,1,2,1,0
2021,6315,581300,1,1,1,1,0
2021,6315,602200,10,3,1,1,0
2021,6315,641930,8,1,1,1,0
2021,6315,651310,1,1,1,1,0
2021,6315,662020,1,1,1,1,0
2021,6315,681098,12,2,6,1,0
2021,6315,681099,3,2,3,2,0
2021,6315,691002,1,4,1,3,0
2021,6315,692000,4,11,2,4,0
2021,6315,731009,1,4,1,2,0
2021,6315,750000,7,3,3,2,0
2021,6315,801090,76,6,3,1,0
2021,6315,812010,6,13,2,5,0
2021,6315,829900,2,1,1,1,0
2021,6315,841100,4,1,1,1,0
2021,6315,851020,40,128,4,4,0
2021,6315,861010,12,26,1,2,0
2021,6315,862200,1,1,1,1,0
2021,6315,863200,6,7,1,1,0
2021,6315,869090,1,5,1,4,0
2021,6315,949990,127,25,2,5,0
2021,6315,960990,6,19,2,1,0
2021,6322,11112,23,3,7,3,0
2021,6322,11119,25,2,15,2,0
2021,6322,11121,15,2,2,1,0
2021,6322,11211,26,2,3,1,0
2021,6322,11291,13,1,1,1,0
2021,6322,14113,258,28,101,19,0
2021,6322,14510,7,1,2,1,0
2021,6322,14610,28,7,4,3,0
2021,6322,351320,8,2,3,2,0
2021,6322,360020,6,2,1,1,0
2021,6322,461011,31,3,6,1,0
2021,6322,461021,36,3,3,2,0
2021,6322,466320,2,1,1,1,0
2021,6322,469010,2,1,1,1,0
2021,6322,471120,17,8,2,2,0
2021,6322,471130,3,5,1,2,0
2021,6322,472120,3,2,1,2,0
2021,6322,472171,4,3,2,2,0
2021,6322,473000,25,4,4,2,0
2021,6322,475230,11,1,1,1,0
2021,6322,475300,3,1,2,1,0
2021,6322,477190,1,10,1,6,0
2021,6322,492290,5,1,4,1,0
2021,6322,530010,2,1,2,1,0
2021,6322,561019,1,1,1,1,0
2021,6322,602310,3,1,1,1,0
2021,6322,614010,1,1,1,1,0
2021,6322,641930,3,9,2,2,0
2021,6322,649220,4,4,2,3,0
2021,6322,662020,2,1,1,1,0
2021,6322,681099,9,5,4,3,0
2021,6322,812010,3,11,1,2,0
2021,6322,812090,2,1,2,1,0
2021,6322,869090,2,6,2,3,0
2021,6322,920001,1,4,1,3,0
2021,6322,942000,1,4,1,3,0
2021,6322,949990,5,4,5,3,0
2021,6329,11119,14,1,4,1,0
2021,6329,11211,5,2,3,1,0
2021,6329,14113,47,3,28,3,0
2021,6329,14510,25,5,3,2,0
2021,6329,14610,20,4,6,2,0
2021,6329,14810,16,3,4,2,0
2021,6329,14820,28,4,6,3,0
2021,6329,101011,167,7,5,3,0
2021,6329,101012,52,3,2,1,0
2021,6413,492150,48,4,6,3,0
2021,6413,492190,3,3,3,2,0
2021,6413,492221,17,1,11,1,0
2021,6413,492240,7,1,5,1,0
2021,6413,492250,134,8,5,2,0
2021,6413,492280,49,5,12,4,0
2021,6413,492290,203,18,56,9,0
2021,6413,523090,21,5,2,2,2
2021,6413,530010,71,9,4,5,0
2021,6413,551010,2,6,1,1,0
2021,6413,551022,10,10,5,6,0
2021,6413,551023,11,16,5,9,0
2021,6413,561011,29,22,11,9,0
2021,6413,561012,4,5,2,2,0
2021,6413,561013,19,10,7,3,0
2021,6413,561014,1,6,1,2,0
2021,6413,561019,17,27,9,12,0
2021,6413,561020,4,3,4,3,0
2021,6413,561030,11,28,4,9,0
2021,6413,562010,8,12,4,5,0
2021,6413,581100,1,1,1,1,2
2021,6413,581300,28,15,2,2,0
2021,6413,601000,6,3,1,1,0
2021,6413,602100,11,4,2,1,0
2021,6413,602310,37,12,2,2,2
2021,6413,602900,4,2,2,2,0
2021,6413,611090,72,13,4,4,8
2021,6413,612000,26,17,3,3,4
2021,6413,614010,17,3,2,1,0
2021,6413,620100,59,6,7,4,0
2021,6413,620900,7,6,3,3,0
2021,6413,631120,2,1,1,1,0
2021,6413,641100,4,2,1,1,0
2021,6413,641910,16,8,2,2,0
2021,6413,641930,58,48,10,9,0
2021,6413,649220,2,7,2,2,0
2021,6413,649290,3,6,2,3,0
2021,6413,651110,41,73,4,4,0
2021,6413,651210,31,9,4,2,0
2021,6413,651220,16,15,5,8,0
2021,6413,651310,44,77,8,13,0
2021,6413,662020,8,13,7,8,0
2021,6413,662090,3,4,2,3,0
2021,6413,681098,14,7,6,5,0
2021,6413,681099,15,8,11,4,0
2021,6413,682010,1,1,1,1,0
2021,6413,682099,12,7,3,4,0
2021,6413,691001,3,21,3,17,0
2021,6413,691002,3,25,3,17,0
2021,6413,692000,10,24,8,18,0
2021,6413,702091,4,1,3,1,0
2021,6413,702092,8,5,3,3,0
2021,6413,702099,4,3,4,3,0
2021,6413,711003,19,5,4,3,0
2021,6413,711009,6,3,4,2,0
2021,6413,712000,24,3,2,2,0
2021,6413,721010,5,1,1,1,0
2021,6413,721020,4,11,1,1,0
2021,6413,731001,1,1,1,1,0
2021,6413,731009,14,1,3,1,0
2021,6413,750000,1,1,1,1,0
2021,6413,780000,22,3,4,2,0
2021,6413,791100,17,6,7,4,0
2021,6413,801010,43,7,1,1,2
2021,6413,801020,14,4,1,1,0
2021,6413,801090,127,10,18,5,0
2021,6413,812010,12,89,11,31,0
2021,6413,812090,10,6,2,2,0
2021,6413,829100,28,27,5,5,0
2021,6413,829900,65,30,19,16,0
2021,6413,841100,2,20,2,3,0
2021,6413,841900,2,1,2,1,0
2021,6413,851020,115,525,11,16,0
2021,6413,852100,50,170,3,4,0
2021,6413,853100,41,130,3,3,0
2021,6413,854940,1,1,1,1,0
2021,6413,854990,1,5,1,4,0
2021,6413,861010,232,622,3,3,0
2021,6413,861020,18,97,3,3,0
2021,6413,862120,6,10,2,6,0
2021,6413,863110,16,65,6,15,0
2021,6413,863120,10,15,1,3,0
2021,6413,863190,7,16,2,2,0
2021,6413,863200,33,90,4,7,0
2021,6413,863300,13,21,2,7,0
2021,6413,864000,46,64,4,5,0
2021,6413,869090,110,256,18,38,0
2021,6413,870210,21,55,4,8,0
2021,6413,920001,5,19,5,13,0
2021,6413,920009,3,8,2,6,0
2021,6413,931010,127,17,10,6,0
2021,6413,941100,5,1,1,1,0
2021,6413,941200,5,11,3,5,0
2021,6413,942000,61,54,19,18,0
2021,6413,949100,6,33,2,5,0
2021,6413,949910,4,6,2,2,0
2021,6413,949920,18,4,8,4,0
2021,6413,949990,75,83,24,29,0
2021,6413,960202,1,2,1,2,0
2021,6413,960300,20,2,3,1,0
2021,6413,960990,28,18,14,10,0
2021,6420,14113,17,3,9,3,0
2021,6420,102001,28,15,5,4,8
2021,6420,105030,3,1,2,1,0
2021,6420,107110,2,1,2,1,3
2021,6420,107121,1,2,1,2,0
2021,6420,107129,30,25,8,9,0
2021,6420,107301,2,7,1,2,0
2021,6420,107309,9,18,6,7,0
2021,6420,107410,2,1,2,1,0
2021,6420,107999,2,6,1,1,0
2021,6420,110300,5,2,2,1,0
2021,6420,110412,5,2,2,2,0
2021,6420,110420,18,5,2,2,2
2021,6420,120099,5,4,1,1,2
2021,6420,161001,19,1,5,1,0
2021,6420,239900,14,3,1,1,0
2021,6420,310010,4,1,2,1,0
2021,6420,351110,19,1,1,1,0
2021,6420,351320,252,58,8,6,0
2021,6420,352020,17,6,3,3,0
2021,6420,360020,34,10,3,3,0
2021,6420,370000,156,17,8,5,0
2021,6420,381100,255,3,2,2,0
2021,6420,410011,51,2,19,2,0
2021,6420,410021,15,1,10,1,0
2021,6420,433040,1,1,1,1,0
2021,6420,453291,7,1,6,1,0
2021,6420,461040,24,19,1,1,0
2021,6420,463111,28,9,2,2,0
2021,6420,463112,1,1,1,1,0
2021,6420,463121,5,1,2,1,0
2021,6420,463129,3,2,2,2,0
2021,6420,463130,1,2,1,2,0
2021,6420,463159,7,2,2,2,0
2021,6420,463160,30,16,2,1,0
2021,6420,463199,24,4,5,3,0
2021,6420,463219,70,5,4,2,0
2021,6420,463300,14,1,2,1,0
2021,6420,464221,3,4,1,1,0
2021,6420,466200,21,2,1,1,0
2021,6420,466360,3,1,1,1,0
2021,6420,466932,1,1,1,1,0
2021,6420,469090,6,6,2,2,0
2021,6420,471110,16,22,2,2,4
2021,6420,471120,218,136,32,32,2
2021,6420,471130,73,51,29,31,0
2021,6420,471190,3,5,2,5,0
2021,6420,471900,4,7,1,2,0
2021,6420,472112,2,2,2,1,0
2021,6420,472120,17,14,4,11,0
2021,6420,472130,14,1,6,1,0
2021,6420,472160,7,3,4,2,0
2021,6420,472171,47,53,27,33,0
2021,6420,472172,1,6,1,5,0
2021,6420,472190,44,18,17,13,0
2021,6420,472200,6,1,3,1,0
2021,6420,473000,97,37,13,11,0
2021,6420,474020,2,5,1,3,0
2021,6420,475110,1,1,1,1,0
2021,6420,475220,20,2,5,2,0
2021,6420,475230,45,5,18,3,0
2021,6420,475240,23,9,8,4,0
2021,6420,475260,5,1,2,1,0
2021,6420,475290,86,11,21,8,0
2021,6420,475300,11,7,8,6,0
2021,6420,475410,7,2,6,2,0
2021,6420,475430,1,1,1,1,0
2021,6420,475490,50,29,10,9,0
2021,6420,476110,2,4,2,3,0
2021,6420,476120,1,2,1,1,0
2021,6420,476130,9,8,4,6,0
2021,6420,476400,1,7,1,4,0
2021,6420,477110,5,4,2,3,0
2021,6420,477140,12,22,7,10,0
2021,6420,477190,2,43,2,28,0
2021,6420,477220,2,7,1,7,0
2021,6420,477230,1,1,1,1,0
2021,6420,477310,19,121,14,40,0
2021,6420,477320,2,12,2,8,0
2021,6420,477410,1,4,1,3,0
2021,6420,477440,1,1,1,1,0
2021,6420,477450,10,9,2,3,0
2021,6420,477460,24,3,3,2,0
2021,6420,477470,4,2,1,2,0
2021,6420,477490,6,7,4,7,0
2021,6420,479900,1,3,1,1,0
2021,6420,491110,7,3,1,1,0
2021,6420,492120,2,5,2,5,0
2021,6420,492140,2,1,1,1,0
2021,6420,492290,24,1,10,1,0
2021,6420,502200,7,1,2,1,0
2021,6420,523090,6,2,1,1,0
2021,6420,530010,42,4,8,3,0
2021,6420,551022,156,178,23,29,0
2021,6420,551023,76,95,30,43,0
2021,6420,551090,10,8,6,5,0
2021,6420,552000,22,3,3,1,0
2021,6420,561011,134,130,48,39,0
2021,6420,561012,4,1,3,1,0
2021,6420,561013,32,22,17,11,0
2021,6420,561014,9,13,5,5,0
2021,6420,561019,69,56,33,29,0
2021,6420,561020,7,10,3,7,0
2021,6420,561030,28,16,15,10,0
2021,6420,591300,15,20,5,6,0
2021,6420,602200,65,12,1,1,0
2021,6420,602310,30,2,1,1,0
2021,6420,602900,19,7,1,1,0
2021,6420,611090,9,1,1,1,2
2021,6420,620100,7,5,4,2,0
2021,6420,641930,11,8,2,3,0
2021,6420,649220,1,1,1,1,0
2021,6420,651220,1,1,1,1,0
2021,6420,651310,23,44,9,13,0
2021,6420,662020,3,17,2,11,0
2021,6420,681098,17,18,13,11,0
2021,6420,681099,1,3,1,2,0
2021,6420,682010,14,10,14,9,0
2021,6420,682091,7,7,6,7,0
2021,6420,682099,11,15,11,13,0
2021,6420,691001,4,10,1,5,0
2021,6420,691002,8,12,5,6,0
2021,6420,692000,4,31,4,13,0
2021,6420,702091,4,12,2,4,0
2021,6420,702099,1,1,1,1,0
2021,6420,711009,3,1,3,1,0
2021,6420,712000,2,1,1,1,0
2021,6420,742000,11,1,2,1,0
2021,6420,750000,1,1,1,1,0
2021,6420,791909,9,6,4,4,0
2021,6420,801090,53,12,5,4,0
2021,6420,812010,7,27,4,7,0
2021,6420,812090,1,13,1,4,0
2021,6420,829100,1,1,1,1,0
2021,6420,829900,14,10,6,6,0
2021,6420,851020,86,306,9,21,0
2021,6420,852100,16,42,2,2,0
2021,6420,853201,61,75,1,1,0
2021,6420,861010,17,59,3,5,0
2021,6420,862200,1,8,1,7,0
2021,6420,863110,2,15,1,5,0
2021,6420,863200,4,4,1,3,0
2021,6420,863300,1,5,1,1,0
2021,6420,864000,6,1,1,1,0
2021,6420,869090,1,13,1,7,0
2021,6420,870210,1,21,1,1,0
2021,6420,900011,118,75,1,2,2
2021,6420,920001,3,20,3,16,0
2021,6420,920009,92,73,5,8,0
2021,6420,931010,4,1,4,1,0
2021,6420,939010,42,33,3,2,0
2021,6420,939020,18,13,8,6,0
2021,6420,939090,11,20,5,10,0
2021,6420,941100,5,4,4,2,0
2021,6420,941200,4,16,1,1,0
2021,6420,942000,67,56,16,17,0
2021,6420,949920,169,116,156,109,0
2021,6420,949990,40,76,19,22,0
2021,6420,960300,1,1,1,1,0
2021,6420,960990,17,10,15,10,0
2021,6427,11112,12,1,4,1,0
2021,6427,11119,26,2,4,2,0
2021,6427,11211,32,57,9,3,0
2021,6427,11310,14,2,1,1,0
2021,6427,11329,13,2,5,2,0
2021,6427,11331,70,14,17,8,0
2021,6427,11501,1,1,1,1,0
2021,6427,12200,33,9,10,3,2
2021,6427,12900,29,7,1,1,2
2021,6427,13020,38,11,1,1,0
2021,6427,14113,59,6,21,3,1
2021,6427,14114,7,1,4,1,0
2021,6427,14510,3,4,2,2,0
2021,6427,14610,19,3,2,2,0
2021,6427,14820,44,2,7,2,0
2021,6427,16120,7,1,1,1,0
2021,6427,16291,5,2,1,1,0
2021,6427,22020,2,2,1,1,0
2021,6427,61000,151,24,5,4,9
2021,6427,101011,305,22,31,8,4
2021,6427,101012,59,3,8,2,2
2021,6427,101020,28,2,3,1,3
2021,6427,101030,287,30,35,14,2
2021,6427,101040,119,7,4,4,0
2021,6427,101091,99,11,3,2,3
2021,6427,101099,62,13,7,3,5
2021,6427,103011,9,2,2,2,2
2021,6427,103012,25,12,4,3,0
2021,6427,103030,102,20,3,3,4
2021,6427,103091,21,5,6,4,1
2021,6427,104011,1,1,1,1,0
2021,6427,105020,86,9,10,7,0
2021,6427,105030,168,27,25,13,0
2021,6427,105090,27,1,5,1,0
2021,6427,106110,344,11,3,2,4
2021,6427,106139,6,4,1,1,0
2021,6427,107110,545,146,17,16,23
2021,6427,107121,66,33,16,12,0
2021,6427,107129,211,120,73,52,0
2021,6427,107301,20,4,3,2,4
2021,6427,107309,28,23,8,8,0
2021,6427,107410,470,111,49,36,5
2021,6427,107420,42,16,2,1,0
2021,6427,107911,683,83,6,4,4
2021,6427,107912,47,5,6,4,0
2021,6427,107999,597,138,40,23,12
2021,6427,108000,147,21,4,2,4
2021,6427,110290,17,2,1,1,0
2021,6427,110300,4,2,3,1,0
2021,6427,110412,752,46,25,9,5
2021,6427,110420,550,38,4,3,2
2021,6427,110491,33,1,2,1,0
2021,6427,110492,180,62,3,2,4
2021,6427,131131,3,4,2,1,0
2021,6427,131132,12,7,3,2,0
2021,6427,131139,8,2,2,1,0
2021,6427,131201,21,7,4,1,0
2021,6427,131202,102,19,7,2,0
2021,6427,131209,124,29,7,5,6
2021,6427,131300,135,16,18,8,0
2021,6427,139100,127,12,7,4,3
2021,6427,139203,25,4,3,2,0
2021,6427,139204,71,8,2,2,0
2021,6427,139209,262,53,14,9,4
2021,6427,139900,508,301,53,41,9
2021,6427,141110,72,115,8,8,0
2021,6427,141120,57,71,11,10,0
2021,6427,141130,5,58,4,12,6
2021,6427,141140,7,11,2,2,0
2021,6427,141191,7,4,2,2,0
2021,6427,141199,181,192,55,56,3
2021,6427,141201,5,3,2,2,0
2021,6427,143010,120,45,8,7,0
2021,6427,143020,61,79,9,5,1
2021,6427,149000,4,2,3,2,0
2021,6427,151100,24,4,3,2,3
2021,6427,152011,978,272,130,82,7
2021,6427,152021,378,118,54,39,0
2021,6427,152031,32,10,6,5,0
2021,6427,152040,410,50,44,20,15
2021,6427,161001,66,3,4,1,2
2021,6427,161002,22,1,5,1,0
2021,6427,162201,443,30,16,11,2
2021,6427,162202,16,3,7,3,0
2021,6427,162903,19,2,2,1,0
2021,6427,162909,141,14,23,12,2
2021,6427,170102,338,32,11,5,6
2021,6427,170202,663,83,18,17,4
2021,6427,170910,155,34,3,3,0
2021,6427,170990,928,107,41,27,13
2021,6427,181109,275,167,25,15,3
