anio,id_departamento,clae6,Empleo_Varones,Empleo_Mujeres,Establecimientos_Varones,Establecimientos_Mujeres,empresas_exportadoras
2022,58091,475410,7,4,4,2,0
2022,58091,475420,1,5,1,1,0
2022,58091,475440,3,2,2,2,0
2022,58091,476130,2,6,1,3,0
2022,58091,477190,1,10,1,7,0
2022,58091,477220,1,6,1,2,0
2022,58091,477290,1,1,1,1,0
2022,58091,477310,3,14,2,5,0
2022,58091,477320,1,1,1,1,0
2022,58091,477410,1,5,1,3,0
2022,58091,477490,1,1,1,1,0
2022,58091,492110,2,1,1,1,0
2022,58091,492150,110,15,1,1,0
2022,58091,492190,37,1,6,1,0
2022,58091,492250,6,1,1,1,0
2022,58091,492280,18,4,3,2,0
2022,58091,492290,357,111,27,7,1
2022,58091,493110,18,4,1,1,2
2022,58091,530010,4,1,2,1,2
2022,58091,551022,24,26,8,9,0
2022,58091,551023,15,23,3,6,0
2022,58091,561011,2,5,1,1,0
2022,58091,561012,7,3,1,1,0
2022,58091,561019,9,12,3,2,0
2022,58091,562010,42,56,4,4,0
2022,58091,602310,4,1,1,1,0
2022,58091,614010,4,4,2,3,0
2022,58091,619000,10,2,1,1,0
2022,58091,620100,9,1,4,1,0
2022,58091,641930,5,6,2,2,0
2022,58091,651220,2,1,1,1,0
2022,58091,681098,7,4,3,3,0
2022,58091,711002,26,4,2,2,2
2022,58091,711009,14,8,2,1,0
2022,58091,712000,8,4,2,2,0
2022,58091,749009,10,2,2,1,0
2022,58091,780000,7,2,2,1,0
2022,58091,801090,13,2,4,1,0
2022,58091,812010,1,15,1,5,0
2022,58091,813000,14,1,2,1,0
2022,58091,829900,9,8,4,5,0
2022,58091,864000,124,10,5,2,0
2022,58091,920009,20,18,2,2,0
2022,58091,949100,11,41,1,1,0
2022,58091,949910,4,7,3,3,0
2022,58091,949990,46,132,4,4,0
2022,58091,960102,2,3,2,2,0
2022,58098,14610,13,1,1,1,0
2022,58098,421000,6,1,1,1,0
2022,58098,472120,1,4,1,1,0
2022,58098,475290,2,1,1,1,0
2022,58098,477310,2,3,1,1,0
2022,58105,12900,6,1,1,1,0
2022,58105,14113,23,8,5,3,0
2022,58105,107129,1,2,1,1,0
2022,58105,181109,1,2,1,1,0
2022,58105,439990,4,1,1,1,0
2022,58105,466320,17,3,1,1,0
2022,58105,471120,21,16,2,2,0
2022,58105,471130,2,3,2,2,0
2022,58105,472190,1,2,1,2,0
2022,58105,473000,16,7,2,1,0
2022,58105,475490,1,1,1,1,0
2022,58105,477190,1,4,1,3,0
2022,58105,477310,1,1,1,1,0
2022,58105,561019,4,4,1,1,0
2022,58105,812010,1,2,1,1,0
2022,58105,920009,3,2,2,2,0
2022,58112,11112,4,1,1,1,0
2022,58112,12311,22,2,3,1,2
2022,58112,14113,60,4,10,3,0
2022,58112,14510,1,2,1,1,0
2022,58112,16112,2,1,1,1,0
2022,58112,81400,24,2,3,2,3
2022,58112,89900,56,6,5,3,2
2022,58112,107129,6,7,6,5,0
2022,58112,107999,8,1,1,1,0
2022,58112,239410,114,9,1,1,2
2022,58112,239422,123,6,3,2,5
2022,58112,351320,65,27,5,4,0
2022,58112,410011,206,4,4,2,0
2022,58112,421000,30,2,2,2,0
2022,58112,422200,24,1,3,1,0
2022,58112,429090,70,7,3,1,0
2022,58112,451110,17,11,2,2,0
2022,58112,453291,3,2,1,2,0
2022,58112,454020,1,1,1,1,0
2022,58112,462201,17,1,2,1,0
2022,58112,463112,2,4,1,1,0
2022,58112,463151,1,2,1,1,0
2022,58112,463160,26,2,1,1,0
2022,58112,463180,47,2,3,1,2
2022,58112,463199,14,4,3,3,0
2022,58112,463219,28,6,2,2,0
2022,58112,463300,13,3,1,1,0
2022,58112,464222,8,2,1,1,0
2022,58112,466110,15,3,1,1,0
2022,58112,466320,13,3,1,1,0
2022,58112,469010,12,4,1,1,0
2022,58112,471120,141,105,13,12,6
2022,58112,471130,21,11,8,7,0
2022,58112,472120,1,2,1,2,0
2022,58112,472130,8,1,4,1,0
2022,58112,472171,20,18,7,9,0
2022,58112,472190,1,1,1,1,0
2022,58112,473000,51,26,4,3,0
2022,58112,475190,1,2,1,1,0
2022,58112,475230,8,1,3,1,0
2022,58112,475290,116,5,11,4,0
2022,58112,475300,17,3,4,2,0
2022,58112,475410,9,4,3,4,0
2022,58112,476130,1,3,1,2,0
2022,58112,477190,10,53,3,16,0
2022,58112,477310,14,37,3,8,0
2022,58112,477410,4,4,3,3,0
2022,58112,477490,4,2,2,1,0
2022,58112,492190,5,1,1,1,0
2022,58112,492280,32,2,3,1,0
2022,58112,492290,48,3,11,3,1
2022,58112,530010,22,1,4,1,2
2022,58112,551022,19,30,2,2,0
2022,58112,551023,2,2,1,2,0
2022,58112,561011,2,2,1,1,0
2022,58112,561019,12,9,4,3,0
2022,58112,561020,2,2,2,2,0
2022,58112,561030,1,5,1,1,0
2022,58112,562010,1,2,1,1,0
2022,58112,602200,2,1,1,1,0
2022,58112,620900,2,1,1,1,0
2022,58112,641930,10,9,2,3,0
2022,58112,649220,4,1,2,1,0
2022,58112,649290,3,5,2,2,0
2022,58112,651210,11,11,2,2,0
2022,58112,651220,2,2,1,1,0
2022,58112,651310,4,3,2,3,0
2022,58112,681010,4,1,1,1,0
2022,58112,681098,1,2,1,2,0
2022,58112,682099,2,3,2,2,0
2022,58112,691001,4,11,4,9,0
2022,58112,711003,1,1,1,1,0
2022,58112,711009,5,2,2,1,0
2022,58112,780000,19,6,6,4,0
2022,58112,801090,14,1,4,1,1
2022,58112,812010,7,14,3,7,0
2022,58112,829900,9,6,5,3,0
2022,58112,841100,2,5,1,1,0
2022,58112,861010,9,48,1,1,0
2022,58112,863120,9,15,2,3,0
2022,58112,863200,7,13,1,2,2
2022,58112,869090,4,20,3,7,0
2022,58112,920009,27,19,2,2,0
2022,58112,931010,2,2,1,2,0
2022,58112,931020,1,1,1,1,0
2022,58112,931090,2,2,1,1,0
2022,58112,939090,7,1,2,1,0
2022,58112,941200,1,4,1,2,0
2022,58112,942000,8,9,2,4,0
2022,58112,949100,2,9,2,2,0
2022,58112,949910,2,6,2,4,0
2022,58112,949990,10,16,7,6,0
2022,58112,960202,3,3,1,2,0
2022,58112,960910,1,6,1,1,0
2022,62007,11119,18,1,3,1,0
2022,62007,11129,6,2,2,1,0
2022,62007,11329,22,1,12,1,0
2022,62007,12420,70,7,10,2,2
2022,62007,13019,5,6,1,1,2
2022,62007,14113,94,5,56,5,0
2022,62007,89900,19,3,3,2,0
2022,62007,91000,8,1,1,1,0
2022,62007,105030,3,13,2,4,0
2022,62007,106131,2,1,1,1,0
2022,62007,107121,12,9,3,3,0
2022,62007,107129,19,12,7,6,0
2022,62007,107410,10,6,2,4,0
2022,62007,107500,1,6,1,2,0
2022,62007,110212,13,9,1,1,2
2022,62007,181101,4,1,1,1,0
2022,62007,239591,4,3,1,1,0
2022,62007,239900,8,2,1,1,0
2022,62007,251101,7,2,1,1,0
2022,62007,293011,3,1,1,1,0
2022,62007,351320,19,4,1,1,0
2022,62007,352020,26,1,1,1,0
2022,62007,360020,653,121,3,3,0
2022,62007,410021,610,13,28,7,0
2022,62007,421000,18,2,6,1,0
2022,62007,432190,18,1,5,1,0
2022,62007,432200,5,1,2,1,0
2022,62007,451110,47,24,8,7,0
2022,62007,451210,3,2,2,1,0
2022,62007,453100,6,1,2,1,0
2022,62007,453210,16,2,4,1,0
2022,62007,453291,11,4,8,3,0
2022,62007,461039,1,1,1,1,0
2022,62007,461099,4,1,1,1,0
2022,62007,462209,6,1,2,1,0
2022,62007,463111,25,4,3,1,0
2022,62007,463112,20,2,2,2,0
2022,62007,463140,13,1,7,1,2
2022,62007,463180,35,2,2,1,2
2022,62007,463219,56,3,2,1,0
2022,62007,464223,1,7,1,2,0
2022,62007,464310,1,5,1,2,0
2022,62007,464330,5,5,1,1,0
2022,62007,465350,1,4,1,1,0
2022,62007,465400,3,1,1,1,0
2022,62007,466940,1,2,1,1,0
2022,62007,469090,29,8,2,2,0
2022,62007,471110,47,29,1,1,2
2022,62007,471120,191,135,8,7,6
2022,62007,471130,21,10,13,8,0
2022,62007,471190,7,19,5,7,0
2022,62007,472112,2,5,1,1,0
2022,62007,472120,5,5,3,4,0
2022,62007,472130,14,2,3,2,0
2022,62007,472140,8,3,4,3,0
2022,62007,472171,12,20,7,7,0
2022,62007,472190,7,4,7,3,0
2022,62007,472200,7,1,3,1,0
2022,62007,473000,139,30,10,6,0
2022,62007,474010,8,2,3,1,0
2022,62007,475110,4,2,1,1,0
2022,62007,475120,1,1,1,1,0
2022,62007,475220,4,2,3,2,0
2022,62007,475230,17,2,8,1,0
2022,62007,475240,10,1,4,1,0
2022,62007,475290,71,19,11,5,0
2022,62007,475300,14,2,2,1,0
2022,62007,475410,4,6,4,3,0
2022,62007,475430,8,2,3,1,0
2022,62007,475440,5,8,3,4,0
2022,62007,476110,1,3,1,1,0
2022,62007,476130,3,9,2,3,0
2022,62007,476310,3,1,2,1,0
2022,62007,476320,1,2,1,1,0
2022,62007,476400,2,5,2,3,0
2022,62007,477140,12,8,3,2,0
2022,62007,477190,9,57,5,28,0
2022,62007,477220,9,10,3,5,0
2022,62007,477310,27,39,15,14,0
2022,62007,477320,1,7,1,2,0
2022,62007,477410,8,10,6,4,0
2022,62007,477420,3,5,2,4,0
2022,62007,477440,5,3,2,2,0
2022,62007,477450,3,2,2,1,0
2022,62007,477490,6,4,3,2,0
2022,62007,491120,60,16,2,1,0
2022,62007,492150,22,1,2,1,0
2022,62007,492190,73,9,2,1,0
2022,62007,492290,86,3,13,3,1
2022,62007,511000,8,1,1,1,1
2022,62007,530010,10,4,3,3,2
2022,62007,551022,11,32,3,2,0
2022,62007,551023,38,45,3,4,0
2022,62007,561011,50,33,8,7,0
2022,62007,561012,8,3,1,1,0
2022,62007,561013,3,6,3,5,0
2022,62007,561014,1,1,1,1,0
2022,62007,561019,45,50,10,9,0
2022,62007,561020,4,1,3,1,0
2022,62007,561030,8,31,5,8,0
2022,62007,562010,1,1,1,1,0
2022,62007,562099,1,3,1,2,0
2022,62007,581300,12,7,3,2,0
2022,62007,601000,7,2,3,1,0
2022,62007,602100,9,2,2,1,0
2022,62007,602200,29,9,2,2,2
2022,62007,611090,15,7,2,3,4
2022,62007,612000,2,8,1,2,2
2022,62007,613000,1,2,1,2,0
2022,62007,614010,7,9,2,2,0
2022,62007,614090,3,2,1,1,0
2022,62007,620900,7,1,4,1,0
2022,62007,641100,4,2,1,1,0
2022,62007,641930,38,37,7,7,0
2022,62007,642000,2,6,1,1,0
2022,62007,649210,1,1,1,1,0
2022,62007,649290,10,8,4,7,0
2022,62007,649999,1,1,1,1,0
2022,62007,651210,97,119,2,2,0
2022,62007,651220,3,4,3,1,0
2022,62007,651310,11,17,5,8,0
2022,62007,662020,2,2,2,2,0
2022,62007,681020,5,4,1,1,0
2022,62007,681098,58,10,12,7,0
2022,62007,682091,3,1,2,1,0
2022,62007,682099,1,3,1,2,0
2022,62007,691001,6,13,5,10,0
2022,62007,692000,5,18,2,11,0
2022,62007,702092,1,3,1,1,0
2022,62007,711003,3,1,2,1,0
2022,62007,749009,1,6,1,1,0
2022,62007,773090,8,1,3,1,0
2022,62007,780000,6,2,4,2,0
2022,62007,791100,2,3,2,3,0
2022,62007,801010,44,1,2,1,3
2022,62007,801090,70,4,10,2,0
2022,62007,812010,17,37,7,16,0
2022,62007,812020,4,3,1,1,0
2022,62007,812090,6,12,3,5,0
2022,62007,829900,5,23,3,5,0
2022,62007,841100,17,14,2,2,0
2022,62007,841900,200,34,4,4,0
2022,62007,851020,82,210,4,6,0
2022,62007,852100,14,36,1,2,0
2022,62007,863110,4,34,2,7,0
2022,62007,863120,13,15,2,3,0
2022,62007,863300,14,19,3,3,0
2022,62007,869090,62,194,7,16,0
2022,62007,870210,1,15,1,5,0
2022,62007,920001,9,3,5,3,0
2022,62007,920009,68,31,2,2,0
2022,62007,931010,2,1,1,1,0
2022,62007,931050,2,2,1,1,0
2022,62007,939090,6,6,2,2,0
2022,62007,941200,16,50,3,5,0
2022,62007,942000,47,50,14,14,0
2022,62007,949100,23,86,5,2,0
2022,62007,949910,7,23,2,2,0
2022,62007,949920,6,2,5,2,0
2022,62007,949990,178,321,36,47,0
2022,62007,951100,2,3,1,1,0
2022,62007,960102,4,3,1,1,0
2022,62007,960201,1,6,1,3,0
2022,62007,960300,9,4,2,2,0
2022,62007,960990,11,5,10,4,0
2022,62014,11119,7,2,2,1,0
2022,62014,11321,8,2,2,2,0
2022,62014,11329,54,7,6,3,0
2022,62014,12110,5,1,4,1,0
2022,62014,12311,443,63,37,9,3
2022,62014,12320,10,1,3,1,0
2022,62014,12420,58,5,2,1,0
2022,62014,12490,586,333,5,2,5
2022,62014,13013,20,5,1,2,2
2022,62014,14113,135,10,57,7,0
2022,62014,14121,7,2,2,1,0
2022,62014,16190,16,1,4,1,0
2022,62014,91000,14,1,2,1,0
2022,62014,101011,43,2,3,1,0
2022,62014,101040,72,6,1,1,2
2022,62014,103012,1,2,1,1,0
2022,62014,106110,12,2,2,1,1
2022,62014,107121,11,6,4,2,0
2022,62014,107129,3,1,1,1,0
2022,62014,139201,1,4,1,1,2
2022,62014,141199,2,13,2,2,2
2022,62014,152021,4,7,2,2,0
2022,62014,161001,27,2,3,1,0
2022,62014,282200,9,4,1,1,0
2022,62014,360010,15,6,3,3,0
2022,62014,360020,17,5,2,2,0
2022,62014,410021,48,2,5,1,0
2022,62014,429010,39,2,3,2,0
2022,62014,431210,13,1,1,1,0
2022,62014,432190,3,1,2,1,0
2022,62014,451210,1,1,1,1,0
2022,62014,452401,6,1,1,1,0
2022,62014,453210,7,1,1,1,0
2022,62014,453291,19,4,10,2,0
2022,62014,461013,69,24,1,1,0
2022,62014,463121,3,1,1,1,0
2022,62014,463129,6,1,1,1,0
2022,62014,463140,130,27,6,4,6
2022,62014,463220,12,3,3,1,0
2022,62014,464320,2,1,1,1,0
2022,62014,466110,1,3,1,1,0
2022,62014,471120,102,63,12,10,2
2022,62014,471130,12,15,6,6,0
2022,62014,471190,4,2,3,2,0
2022,62014,471900,3,11,2,1,0
2022,62014,472120,5,4,3,2,0
2022,62014,472160,5,1,4,1,0
2022,62014,472171,11,6,5,4,0
2022,62014,472190,2,1,2,1,0
2022,62014,473000,93,31,11,8,2
2022,62014,475230,21,4,5,2,0
2022,62014,475290,32,7,10,4,0
2022,62014,475300,11,3,3,2,0
2022,62014,475430,2,1,1,1,0
2022,62014,475490,4,1,1,1,0
2022,62014,476400,6,5,2,2,0
2022,62014,477140,10,9,1,2,0
2022,62014,477190,6,24,2,15,0
2022,62014,477220,3,9,1,6,0
2022,62014,477310,1,15,1,10,0
2022,62014,477320,3,12,1,3,0
2022,62014,477410,1,3,1,3,0
2022,62014,477420,2,2,1,1,0
2022,62014,477440,6,1,1,1,0
2022,62014,477450,1,1,1,1,0
2022,62014,477490,11,3,6,3,0
2022,62014,478090,3,6,1,1,0
2022,62014,491200,16,1,1,1,0
2022,62014,492221,2,1,1,1,0
2022,62014,530010,8,1,4,1,5
2022,62014,551022,1,1,1,1,0
2022,62014,551023,13,15,3,3,0
2022,62014,561019,15,23,4,3,2
2022,62014,602310,15,8,1,1,0
2022,62014,614010,12,5,4,2,0
2022,62014,641930,15,17,4,4,0
2022,62014,651310,3,7,2,4,0
2022,62014,662020,2,3,2,3,0
2022,62014,681098,2,2,2,2,0
2022,62014,681099,13,1,3,1,0
2022,62014,691001,7,2,2,2,0
2022,62014,692000,4,6,4,4,0
2022,62014,702092,4,3,1,2,0
2022,62014,750000,1,1,1,1,0
2022,62014,780000,25,15,6,6,0
2022,62014,812090,5,5,1,2,0
2022,62014,829200,158,60,2,2,2
2022,62014,829900,21,6,3,3,0
2022,62014,851020,24,105,3,4,0
2022,62014,863200,3,11,1,1,2
2022,62014,869090,11,31,1,4,0
2022,62014,920001,1,3,1,3,0
2022,62014,920009,30,22,2,3,0
2022,62014,941200,1,1,1,1,0
2022,62014,942000,7,10,7,6,0
2022,62014,949910,1,2,1,1,0
2022,62014,949990,15,15,7,6,0
2022,62014,960300,2,1,1,1,0
2022,62014,960990,8,3,5,2,0
2022,62021,11331,26,6,3,2,0
2022,62021,12490,43,19,5,5,0
2022,62021,12900,23,1,3,1,0
2022,62021,13019,14,2,1,1,0
2022,62021,14113,37,3,10,3,0
2022,62021,14114,22,3,3,1,0
2022,62021,14410,12,1,6,1,0
2022,62021,14710,25,2,3,1,0
2022,62021,14910,1,1,1,1,0
2022,62021,16190,5,2,2,1,0
2022,62021,21010,1,1,1,1,0
2022,62021,21030,2,1,2,1,0
2022,62021,22020,9,4,1,1,0
2022,62021,101040,8,1,3,1,4
2022,62021,102002,44,9,3,2,2
2022,62021,103012,41,36,6,5,2
2022,62021,103091,5,1,1,1,2
2022,62021,103099,1,4,1,1,0
2022,62021,104013,20,11,1,1,2
2022,62021,105030,41,39,6,5,0
2022,62021,107110,18,26,2,3,5
2022,62021,107121,65,54,6,10,0
2022,62021,107129,72,113,28,37,0
2022,62021,107301,500,686,34,41,15
2022,62021,107410,32,27,9,9,0
2022,62021,107500,12,8,4,4,0
2022,62021,107999,22,15,9,6,4
2022,62021,110300,85,45,14,7,1
2022,62021,110411,4,2,1,1,0
2022,62021,110420,29,2,1,1,2
2022,62021,110492,7,2,1,2,1
2022,62021,139209,1,1,1,1,0
2022,62021,141140,1,1,1,1,0
2022,62021,141199,7,15,5,5,0
2022,62021,152031,1,5,1,1,2
2022,62021,161001,42,5,7,4,0
2022,62021,170990,35,11,3,2,1
2022,62021,181101,7,3,2,2,0
2022,62021,181109,3,1,3,1,0
2022,62021,181200,15,20,3,5,0
2022,62021,202320,1,1,1,1,0
2022,62021,210010,8,1,5,1,6
2022,62021,222090,50,3,5,2,0
2022,62021,239202,8,2,2,2,0
2022,62021,239593,19,1,1,1,0
2022,62021,239900,1,1,1,1,0
2022,62021,251101,36,2,6,1,0
2022,62021,259993,21,4,2,1,2
2022,62021,293011,11,2,3,1,0
2022,62021,303000,1032,309,13,11,24
2022,62021,329030,5,2,2,1,0
2022,62021,329090,2,1,1,1,0
2022,62021,332000,8,1,3,1,0
2022,62021,351130,3,1,2,1,2
2022,62021,351320,252,62,7,7,0
2022,62021,352020,52,7,2,1,0
2022,62021,360010,23,3,2,1,3
2022,62021,410011,835,33,90,13,0
2022,62021,410021,503,8,41,5,0
2022,62021,421000,59,2,2,2,0
2022,62021,422200,115,6,14,3,0
2022,62021,429090,103,1,16,1,0
2022,62021,432200,17,4,6,2,0
2022,62021,432990,1,1,1,1,0
2022,62021,433010,4,1,2,1,0
2022,62021,433020,2,3,2,2,0
2022,62021,439100,21,3,1,1,0
2022,62021,439990,61,4,10,4,0
2022,62021,451110,77,23,10,7,0
2022,62021,451290,3,3,2,2,0
2022,62021,452101,19,1,6,1,0
2022,62021,452220,5,1,1,1,0
2022,62021,452300,3,1,2,1,0
2022,62021,452600,14,1,5,1,0
2022,62021,452990,27,4,14,4,0
2022,62021,453210,32,5,11,4,0
2022,62021,453220,3,1,2,1,0
2022,62021,453291,65,18,27,11,0
2022,62021,454010,13,1,4,1,0
2022,62021,461040,34,21,3,3,0
2022,62021,461099,5,15,1,2,0
2022,62021,463111,32,7,2,1,0
2022,62021,463112,24,12,10,6,0
2022,62021,463121,66,20,5,6,0
2022,62021,463140,61,14,9,5,0
2022,62021,463153,2,1,1,1,0
2022,62021,463160,12,11,1,3,0
2022,62021,463170,27,4,11,4,0
2022,62021,463180,184,39,7,4,4
2022,62021,463199,186,51,13,14,0
2022,62021,463211,27,20,6,6,0
2022,62021,463219,98,11,3,1,0
2022,62021,463220,23,6,7,5,0
2022,62021,463300,18,3,2,1,0
2022,62021,464129,1,2,1,2,0
2022,62021,464221,5,1,1,1,0
2022,62021,464223,8,6,3,3,0
2022,62021,464310,13,7,2,1,0
2022,62021,464502,4,5,3,3,0
2022,62021,464920,9,1,3,1,0
2022,62021,464950,14,15,4,4,0
2022,62021,465930,6,1,2,1,0
2022,62021,465990,2,2,1,1,0
2022,62021,466110,20,9,3,2,0
2022,62021,466121,60,17,2,2,0
2022,62021,466310,7,1,1,1,0
2022,62021,466320,10,2,1,1,0
2022,62021,466360,9,2,2,1,0
2022,62021,466370,1,1,1,1,0
2022,62021,466399,23,6,4,3,0
2022,62021,469090,41,20,10,9,0
2022,62021,471110,81,70,2,2,4
2022,62021,471120,666,454,31,30,16
2022,62021,471130,51,47,23,20,0
2022,62021,471190,33,34,19,19,0
2022,62021,471900,17,10,4,4,0
2022,62021,472111,1,1,1,1,0
2022,62021,472112,2,9,2,5,0
2022,62021,472120,25,39,15,21,0
2022,62021,472130,45,9,17,8,0
2022,62021,472140,64,30,16,13,0
2022,62021,472150,6,7,3,4,0
2022,62021,472160,64,45,27,22,0
2022,62021,472171,52,73,20,20,0
2022,62021,472172,23,23,5,6,0
2022,62021,472190,58,83,25,24,0
2022,62021,472200,13,1,6,1,0
2022,62021,473000,212,86,25,15,0
2022,62021,474010,159,59,11,6,0
2022,62021,474020,2,12,2,7,0
2022,62021,475190,1,24,1,8,0
2022,62021,475220,28,7,8,4,0
2022,62021,475230,58,19,23,12,0
2022,62021,475240,45,10,13,6,0
2022,62021,475250,29,10,6,5,0
2022,62021,475260,20,4,5,2,0
2022,62021,475290,244,66,19,12,0
2022,62021,475300,57,19,9,6,0
2022,62021,475410,29,7,7,3,0
2022,62021,475420,1,1,1,1,0
2022,62021,475430,34,14,6,2,0
2022,62021,475440,12,12,8,7,0
2022,62021,475490,5,2,2,2,0
2022,62021,476110,6,9,5,5,0
2022,62021,476130,35,45,9,12,0
2022,62021,476200,3,1,2,1,0
2022,62021,476310,14,21,7,4,0
2022,62021,476400,2,12,2,5,0
2022,62021,477140,35,67,14,16,0
2022,62021,477150,1,14,1,5,0
2022,62021,477190,59,212,30,86,0
2022,62021,477210,17,86,9,24,0
2022,62021,477220,8,45,6,17,0
2022,62021,477290,1,26,1,6,3
2022,62021,477310,46,179,22,39,0
2022,62021,477320,4,10,2,6,0
2022,62021,477330,4,7,3,5,0
2022,62021,477410,14,11,5,7,0
2022,62021,477440,10,6,5,4,0
2022,62021,477450,59,26,7,3,0
2022,62021,477460,13,1,4,1,0
2022,62021,477470,48,32,12,11,0
2022,62021,477490,59,78,25,27,2
2022,62021,478010,2,2,2,1,0
2022,62021,479900,7,20,4,3,0
2022,62021,491120,30,7,2,1,0
2022,62021,492110,222,10,2,2,0
2022,62021,492120,43,7,32,6,0
2022,62021,492130,32,11,3,1,0
2022,62021,492150,77,6,7,2,2
2022,62021,492180,377,68,28,11,0
2022,62021,492190,79,8,12,4,0
2022,62021,492229,100,5,3,2,0
2022,62021,492280,23,2,7,2,0
2022,62021,492290,164,11,32,8,2
2022,62021,502101,82,64,7,7,0
2022,62021,511000,150,45,11,10,4
2022,62021,523090,18,2,5,1,0
2022,62021,524120,5,1,2,1,0
2022,62021,524310,4,2,1,1,0
2022,62021,524330,5,2,1,1,0
2022,62021,524390,25,3,3,2,0
2022,62021,530010,60,13,7,3,4
2022,62021,551021,1,2,1,1,0
2022,62021,551022,1155,1159,83,87,0
2022,62021,551023,716,904,96,140,0
2022,62021,551090,60,84,27,36,0
2022,62021,552000,24,26,11,11,0
2022,62021,561011,570,464,94,96,0
2022,62021,561012,101,83,16,18,0
2022,62021,561013,131,176,16,18,0
2022,62021,561014,78,60,8,6,0
2022,62021,561019,331,332,87,91,0
2022,62021,561020,23,42,11,17,0
2022,62021,561030,37,57,14,18,0
2022,62021,562010,22,16,8,7,0
2022,62021,562091,5,5,3,2,0
2022,62021,562099,7,3,4,3,0
2022,62021,581300,3,2,2,2,0
2022,62021,601000,4,2,2,2,0
2022,62021,602100,22,13,2,1,0
2022,62021,602200,39,19,4,2,0
2022,62021,602310,28,7,1,1,0
2022,62021,602320,2,4,1,1,0
2022,62021,611090,23,7,2,2,4
2022,62021,612000,18,19,4,2,6
2022,62021,613000,1,1,1,1,0
2022,62021,614010,10,3,3,2,0
2022,62021,614090,11,1,2,1,0
2022,62021,619000,8,3,3,1,0
2022,62021,620100,12,6,9,6,0
2022,62021,620300,1,1,1,1,0
2022,62021,620900,6,4,5,3,1
2022,62021,641930,81,71,15,16,0
2022,62021,649220,8,4,3,2,0
2022,62021,649290,3,21,3,7,0
2022,62021,649999,1,1,1,1,0
2022,62021,651110,5,16,3,4,0
2022,62021,651210,44,9,5,5,0
2022,62021,651220,18,13,6,7,0
2022,62021,651310,39,81,12,21,0
2022,62021,661920,1,5,1,1,0
2022,62021,661999,2,1,2,1,0
2022,62021,662020,21,38,10,20,0
2022,62021,681098,100,90,48,31,0
2022,62021,681099,5,3,2,2,2
2022,62021,682010,10,7,9,4,0
2022,62021,682091,4,8,3,6,0
2022,62021,682099,14,9,8,7,0
2022,62021,691001,9,23,5,19,0
2022,62021,691002,3,18,2,13,0
2022,62021,692000,20,74,13,41,0
2022,62021,702091,10,7,9,7,0
2022,62021,702092,4,10,4,5,0
2022,62021,702099,14,8,8,6,0
2022,62021,711001,77,3,10,3,0
2022,62021,711003,2,1,1,1,0
2022,62021,711009,26,11,12,5,0
2022,62021,712000,5,5,1,2,0
2022,62021,721010,13,3,4,2,2
2022,62021,721020,1,1,1,1,0
2022,62021,721090,3,1,1,1,0
2022,62021,731001,20,10,1,1,0
2022,62021,731009,6,1,4,1,0
2022,62021,741000,1,2,1,2,0
2022,62021,742000,3,2,3,2,0
2022,62021,749009,4,1,2,1,0
2022,62021,771110,86,25,34,15,0
2022,62021,771190,17,5,3,3,0
2022,62021,771290,8,2,3,2,0
2022,62021,772091,8,4,4,2,0
2022,62021,772099,82,13,7,4,0
2022,62021,773090,4,2,2,2,0
2022,62021,780000,108,98,6,6,0
2022,62021,791100,98,97,29,31,0
2022,62021,791200,11,14,2,4,0
2022,62021,791901,37,13,8,5,0
2022,62021,791909,193,106,28,17,0
2022,62021,801010,31,5,1,1,2
2022,62021,801090,197,15,22,6,0
2022,62021,812010,64,114,15,26,0
2022,62021,812090,20,8,5,3,0
2022,62021,813000,22,1,2,1,0
2022,62021,821100,2,6,1,4,0
2022,62021,823000,4,2,1,2,0
2022,62021,829100,9,16,3,4,0
2022,62021,829900,179,49,16,12,0
2022,62021,841100,1,7,1,1,0
2022,62021,841900,25,19,4,4,0
2022,62021,842500,6,3,1,1,0
2022,62021,851020,291,1068,32,40,0
2022,62021,852100,78,117,7,7,0
2022,62021,852200,73,47,2,2,0
2022,62021,853100,1,7,1,1,0
2022,62021,853201,1,10,1,1,0
2022,62021,854910,1,3,1,3,0
2022,62021,854920,6,6,2,2,0
2022,62021,854930,30,23,4,4,0
2022,62021,854940,5,10,1,1,0
2022,62021,854950,22,25,6,6,0
2022,62021,854990,14,20,4,7,0
2022,62021,862120,5,8,2,1,0
2022,62021,863110,23,101,8,17,0
2022,62021,863120,18,43,4,7,0
2022,62021,863190,4,14,3,2,0
2021,42007,812010,2,1,1,1,0
2021,42007,851020,23,4,1,1,0
2021,42007,852100,15,51,2,2,0
2021,42007,852200,11,34,2,2,0
2021,42007,942000,1,1,1,1,0
2021,42007,949990,2,4,2,3,0
2021,42014,89300,25,6,4,2,0
2021,42014,101040,234,14,3,2,5
2021,42014,351320,14,3,1,1,0
2021,42014,461021,2,1,1,1,0
2021,42014,473000,16,5,2,1,0
2021,42014,551023,1,1,1,1,0
2021,42014,612000,3,1,1,1,2
2021,42014,641930,4,1,1,1,0
2021,42014,960990,2,1,1,1,0
2021,42021,11119,26,2,14,1,0
2021,42021,11121,10,3,1,1,0
2021,42021,14113,322,25,140,19,0
2021,42021,14114,28,2,17,2,0
2021,42021,14121,10,1,4,1,2
2021,42021,14610,19,1,7,1,0
2021,42021,16112,8,2,4,1,0
